Assists,Attacking scrum win,Breakdown steal,Club,Conceded penalty,Conversion,Defenders beaten,Drop goal,ID,Kick 50-22,Kicks recovered,Lineout steal,Man of the match,Metres carried,Minutes played,Name,Offloads,Penalty,Position,Position Name,Pts,Red cards ,Tackles,Try,Yellow cards,gameweek
,,,England,,,,,200195,,,,,,,F. Dingwall,,,7,Centre,,,,,,4
,,,Wales,,,,,218331,,,,,,,J. Evans,,,8,Fly Half,,,,,,4
,,,Ireland,,,,,115762,,,,,,,F. Bealham,,,12,Prop,,,,,,4
,,,England,,,,,150081,,,,,,,F. Steward,,,6,Back Three,,,,,,4
,,,France,,,,,249797,,,,,,,K. Gourgues,,,7,Centre,,,,,,4
,,,France,,,,,216116,,,,,,,P. Boudehent,,,10,Back Row,,,,,,4
,,,France,,,,,206243,,,,,,,L. Barre,,,6,Back Three,,,,,,4
,,,Ireland,,,,,144570,,,,,,,J. O'Brien,,,6,Back Three,,,,,,4
,,,Ireland,,,,,105642,,,,,,,C. Casey,,,9,Scrum Half,,,,,,4
,,,Scotland,,,,,156550,,,,,,,M. Bradbury,,,10,Back Row,,,,,,4
,,,France,,,,,187175,,,,,,,G. Villiere,,,6,Back Three,,,,,,4
,,,Ireland,,,,,198565,,,,,,,C. Prendergast,,,10,Back Row,,,,,,4
,,,England,,,,,138016,,,,,,,H. Slade,,,7,Centre,,,,,,4
,,,England,,,,,153646,,,,,,,G. Furbank,,,6,Back Three,,,,,,4
,,,France,,,,,179735,,,,,,,C. Woki,,,10,Back Row,,,,,,4
,,,France,,,,,243604,,,,,,,G. Drean,,,6,Back Three,,,,,,4
,,,France,,,,,244412,,,,,,,G. Arfeuil,,,6,Back Three,,,,,,4
,,,France,,,,,253274,,,,,,,U. Seunes,,,8,Fly Half,,,,,,4
,,,Italy,,,,,236566,,,,,,,S. Gesi,,,6,Back Three,,,,,,4
,,,Italy,,,,,229647,,,,,,,M. Page-Relo,,,9,Scrum Half,,,,,,4
,,,Wales,,,,,118619,,,,,,,S. Costelow,,,8,Fly Half,,,,,,4
,,,Wales,,,,,125946,,,,,,,T. Rogers,,,6,Back Three,,,,,,4
,,,Scotland,,,,,109816,,,,,,,R. Hutchinson,,,7,Centre,,,,,,4
,,,Scotland,,,,,144180,,,,,,,O. Smith,,,7,Centre,,,,,,4
,,,Scotland,,,,,129286,,,,,,,D. Cherry,,,13,Hooker,,,,,,4
,,,Scotland,,,,,113103,,,,,,,A. Reed,,,6,Back Three,,,,,,4
,,,Scotland,,,,,240478,,,,,,,G. Hiddleston,,,13,Hooker,,,,,,4
,,,Wales,,,,,139232,,,,,,,G. Thomas,,,12,Prop,,,,,,4
,,,Italy,,,,,206390,,,,,,,P. Dimcheff,,,13,Hooker,,,,,,4
,,,France,,,,,189190,,,,,,,M. Lamothe,,,13,Hooker,,,,,,4
,,,France,,,,,186184,,,,,,,J. Brennan,,,11,Second Row,,,,,,4
,,,Wales,,,,,190215,,,,,,,K. Hardy,,,9,Scrum Half,,,,,,4
,,,Italy,,,,,110891,,,,,,,S. Varney,,,9,Scrum Half,,,,,,4
,,,France,,,,,190812,,,,,,,G. Colombe,,,12,Prop,,,,,,4
,,,Italy,,,,,123396,,,,,,,G. Bertaccini,,,7,Centre,,,,,,4
,,,France,,,,,239229,,,,,,,H. Auradou,,,11,Second Row,,,,,,4
,,,Scotland,,,,,180778,,,,,,,K. Rowe,,,6,Back Three,,,,,,4
,,,Wales,,,,,103056,,,,,,,M. Grady,,,7,Centre,,,,,,4
,,,Ireland,,,,,188115,,,,,,,H. Byrne,,,8,Fly Half,,,,,,4
,,,Italy,,,,,201405,,,,,,,G. da Re,,,8,Fly Half,,,,,,4
,,,Scotland,,,,,171323,,,,,,,J. Gray,,,11,Second Row,,,,,,4
,,,Scotland,,,,,149746,,,,,,,S. McDowall,,,7,Centre,,,,,,4
,,,Scotland,,,,,236957,,,,,,,M. Williamson,,,11,Second Row,,,,,,4
,,,Scotland,,,,,136509,,,,,,,F. Burke,,,8,Fly Half,,,,,,4
,,,Wales,,,,,124858,,,,,,,J. Macleod,,,10,Back Row,,,,,,4
,,,Italy,,,,,238037,,,,,,,D. Odiase,,,10,Back Row,,,,,,4
,,,France,,,,,244152,,,,,,,T. Matiu,,,10,Back Row,,,,,,4
,,,Wales,,,,,237266,,,,,,,H. Deaves,,,10,Back Row,,,,,,4
,,,Italy,,,,,174824,,,,,,,G. Zilocchi,,,12,Prop,,,,,,4
,,,Italy,,,,,153725,,,,,,,P. Odogwu,,,6,Back Three,,,,,,4
,,,Ireland,,,,,244039,,,,,,,D. Murray,,,11,Second Row,,,,,,4
,,,Ireland,,,,,243648,,,,,,,E. Edogbo,,,11,Second Row,,,,,,4
,,,England,,,,,160844,,,,,,,R. Quirke,,,9,Scrum Half,,,,,,4
,,,France,,,,,200911,,,,,,,T. Laclayat,,,12,Prop,,,,,,4
,,,Wales,,,,,240573,,,,,,,R. Woodman,,,10,Back Row,,,,,,4
,,,France,,,,,130960,,,,,,,S. Zegueur,,,10,Back Row,,,,,,4
,,,France,,,,,244533,,,,,,,A. Desperes,,,8,Fly Half,,,,,,4
,,,England,,,,,111794,,,,,,,T. Dan,,,13,Hooker,,,,,,4
,,,England,,,,,170455,,,,,,,G. Fisilau,,,10,Back Row,,,,,,4
,,,England,,,,,175826,,,,,,,J. Kenningham,,,10,Back Row,,,,,,4
,,,France,,,,,174159,,,,,,,D. Priso,,,12,Prop,,,,,,4
,,,Italy,,,,,216977,,,,,,,A. Izekor,,,10,Back Row,,,,,,4
,,,Italy,,,,,159960,,,,,,,M. Gallagher,,,6,Back Three,,,,,,4
,,,Italy,,,,,207699,,,,,,,D. Mazza,,,7,Centre,,,,,,4
,,,Italy,,,,,238030,,,,,,,S. Locatelli,,,10,Back Row,,,,,,4
,,,Scotland,,,,,237261,,,,,,,A. Samuel,,,11,Second Row,,,,,,4
,,,Scotland,,,,,152866,,,,,,,M. Walker,,,12,Prop,,,,,,4
,,,Scotland,,,,,100557,,,,,,,G. Warr,,,9,Scrum Half,,,,,,4
,,,Wales,,,,,125247,,,,,,,O. Watkin,,,7,Centre,,,,,,4
,,,Wales,,,,,202399,,,,,,,K. Assiratti,,,12,Prop,,,,,,4
,,,Wales,,,,,119506,,,,,,,R. Morgan-Williams,,,9,Scrum Half,,,,,,4
,,,Wales,,,,,165885,,,,,,,G. Hamer-Webb,,,6,Back Three,,,,,,4
,,,Ireland,,,,,174268,,,,,,,J. Loughman,,,12,Prop,,,,,,4
,,,Scotland,,,,,237253,,,,,,,E. Ferrie,,,10,Back Row,,,,,,4
,,,Scotland,,,,,207013,,,,,,,A. Craig,,,11,Second Row,,,,,,4
,,,Scotland,,,,,252532,,,,,,,S. Stephen,,,13,Hooker,,,,,,4
,,,Wales,,,,,137071,,,,,,,L. Belcher,,,13,Hooker,,,,,,4
,,,England,,,,,163209,,,,,,,G. Kloska,,,12,Prop,,,,,,4
,,,Wales,,,,,196875,,,,,,,F. Thomas,,,11,Second Row,,,,,,4
,,,England,,,,,124901,,,,,,,A. Clark,,,11,Second Row,,,,,,4
,,,England,,,,,187951,,,,,,,E. Iyogun,,,12,Prop,,,,,,4
,,,France,,,,,202570,,,,,,,T. Staniforth,,,11,Second Row,,,,,,4
,,,Ireland,,,,,254559,,,,,,,B. Bohan,,,12,Prop,,,,,,4
,,,Italy,,,,,107059,,,,,,,M. Riccioni,,,12,Prop,,,,,,4
,,,Scotland,,,,,161208,,,,,,,A. Hepburn,,,12,Prop,,,,,,4
,,,Wales,,,,,167563,,,,,,,S. Wainwright,,,12,Prop,,,,,,4
,6,,Ireland,2,,7,,167132,,,,1,47,80,C. Doris,,,10,Back Row,54.0,,17,,,5
,6,,Ireland,,,1,,211240,,,,,24,65,D. Sheehan,,,13,Hooker,43.0,,18,1,,5
,6,2,Ireland,,,,,147486,,,,,4,69,T. Beirne,,,11,Second Row,35.0,,19,,,5
,6,1,Ireland,1,,,,224426,,,,,3,65,T. O'Toole,1,,12,Prop,32.0,,20,,,5
,6,,Ireland,1,,,,223413,,,1,,5,65,J. McCarthy,,,11,Second Row,31.0,,19,,,5
,6,,Ireland,,,,,126800,,,,,1,53,J. van der Flier,,,10,Back Row,28.0,,22,,,5
1,6,1,Italy,,,,,120191,,,,,10,80,M. Lamaro,1,,10,Back Row,26.0,,8,,,5
,6,,Italy,,,,,103440,,,1,,15,80,F. Ruzza,,,11,Second Row,25.0,,11,,,5
,6,,Ireland,,,1,,105748,,,,,9,80,J. Conan,,,10,Back Row,24.0,,16,,,5
,6,,Ireland,,,1,,113444,,,,,3,65,T. Furlong,,,12,Prop,24.0,,16,,,5
,6,,Italy,1,,,,118165,,,,,17,64,G. Nicotera,,,13,Hooker,19.0,,13,,,5
,6,,Italy,2,,1,,161390,,,,,2,80,M. Zuliani,,,10,Back Row,18.0,,12,,,5
,4,,Wales,,,5,,119132,,,,1,32,80,A. Wainwright,,,10,Back Row,68.0,,6,2,,5
,4,,France,,,,,198942,,,,,30,78,C. Ollivon,2,,10,Back Row,28.0,,17,,,5
,4,,Wales,,,1,,214124,,,,,24,80,J. Botham,,,10,Back Row,25.0,,17,,,5
,4,,France,,,1,,150335,,,,,4,46,J. Marchand,2,,13,Hooker,18.0,,8,,,5
,4,,France,1,,,,111408,,,,,2,80,F. Cros,1,,10,Back Row,18.0,,13,,,5
,4,1,France,,,,,104627,,,,,4,65,J. Gros,,,12,Prop,18.0,,9,,,5
,4,,France,,,1,,134112,,,,,12,66,E. Meafou,1,,11,Second Row,17.0,,8,,,5
,4,,France,1,,,,176585,,,,,16,80,T. Flament,,,11,Second Row,16.0,,12,,,5
,4,,Wales,,,,,237272,,,,,,80,D. Jenkins,,,11,Second Row,15.0,,11,,,5
,4,,Italy,,,,,238037,,,,,15,17,D. Odiase,1,,10,Back Row,9.0,,2,,,5
,4,,Italy,1,,,,174824,,,,,,35,G. Zilocchi,,,12,Prop,8.0,,5,,,5
,4,,France,1,,1,,158534,,,,,,46,D. Aldegheri,,,12,Prop,8.0,,3,,,5
,3,1,Wales,,,1,,212902,,,,,8,45,D. Lake,1,,13,Hooker,32.0,,5,1,,5
,3,,Wales,2,,2,,235183,,,,,18,71,A. Mann,,,10,Back Row,17.0,,11,,,5
,3,1,Wales,1,,,,119955,,,,,8,51,R. Carre,1,,12,Prop,16.0,,7,,,5
,3,,Italy,1,,,,123723,,,,,9,47,D. Fischetti,1,,12,Prop,15.0,,11,,,5
,3,,France,1,,,,244152,,,,,8,40,T. Matiu,1,,10,Back Row,14.0,,10,,,5
,3,,Italy,,,,,208272,,,,,,70,N. Cannone,,,11,Second Row,12.0,,9,,,5
,3,,Wales,,,1,,144545,,,,,12,64,B. Carter,,,11,Second Row,12.0,,6,,,5
,3,,Italy,,,1,,174208,,,,,6,10,R. Favretto,1,,11,Second Row,8.0,,1,,,5
,3,,Wales,,,,,175275,,,,,,37,T. Francis,,,12,Prop,6.0,,3,,,5
,3,,Italy,,,,,237231,,,,,1,33,M. Spagnolo,,,12,Prop,6.0,,3,,,5
1,2,,England,,,2,,144635,,,,,82,80,O. Chessum,,,11,Second Row,53.0,,5,2,,5
,2,,Scotland,,,4,,187820,,,,,34,80,R. Darge,1,,10,Back Row,48.0,,18,1,,5
,2,2,England,1,,,,155409,,,,,12,80,M. Itoje,1,,11,Second Row,29.0,,15,,,5
,2,1,Italy,,,1,,197335,,,,,62,63,L. Cannone,,,10,Back Row,25.0,,10,,,5
1,2,,Scotland,1,,,,156101,,,,,6,80,G. Gilchrist,,,11,Second Row,24.0,,19,,,5
,2,,England,1,,5,,165007,,,,,28,64,E. Genge,1,,12,Prop,20.0,,10,,1,5
,2,,Scotland,,,,,159599,,,,,7,80,M. Fagerson,,,10,Back Row,18.0,,16,,,5
,2,,Scotland,2,,2,,196669,,,,,14,69,Z. Fagerson,,,12,Prop,17.0,,12,,,5
,2,,Scotland,,,,,196773,,,,,15,69,P. Schoeman,,,12,Prop,16.0,,13,,,5
,2,,Scotland,1,,,,141860,,,,,18,62,E. Ashman,,,13,Hooker,14.0,,12,,,5
,2,,England,,,1,,209612,,,,,38,65,B. Earl,,,10,Back Row,13.0,,6,,,5
,2,,Italy,,,,,172284,,,,,,45,M. Hasa,,,12,Prop,12.0,,10,,,5
,2,,England,1,,,,134796,,,,,,75,J. Heyes,,,12,Prop,11.0,,10,,,5
,2,,England,,,,,106142,,,,,10,29,L. Cowan-Dickie,,,13,Hooker,9.0,,6,,,5
,2,,England,,,1,,239634,,,,,7,28,H. Pollock,,,10,Back Row,8.0,,4,,,5
,1,,Scotland,,,1,,113000,,,,,35,62,J. Dempsey,,,10,Back Row,16.0,,10,,,5
,1,,England,1,,,,112684,,,,,,62,G. Pepper,1,,10,Back Row,13.0,,11,,,5
,1,,Scotland,,,,,236957,,,,,5,62,M. Williamson,,,11,Second Row,12.0,,11,,,5
,1,,France,3,,,,177800,,,,,16,40,M. Guillard,,,11,Second Row,10.0,,11,,,5
,1,,Wales,,,,,182170,,,,,5,35,R. Elias,,,13,Hooker,10.0,,9,,,5
,1,,Scotland,,,,,156550,,,,,4,18,M. Bradbury,,,10,Back Row,8.0,,7,,,5
,1,,Wales,2,,,,110319,,,,,,29,N. Smith,,,12,Prop,6.0,,7,,,5
,1,,Wales,,,,,216823,,,,,,9,O. Cracknell,,,10,Back Row,6.0,,5,,,5
,1,,England,,,,,104322,,,,,3,18,S. Underhill,,,10,Back Row,5.0,,4,,,5
,1,,Scotland,1,,,,207013,,,,,2,18,A. Craig,,,11,Second Row,5.0,,5,,,5
,1,,Wales,,,,,105892,,,,,,16,A. Beard,,,11,Second Row,3.0,,2,,,5
,1,,Wales,,,,,187169,,,,,1,32,A. Griffin,,,12,Prop,3.0,,7,,1,5
,,,France,1,,3,,237223,,1,,1,47,80,L. Bielle-Biarrey,,,6,Back Three,68.0,,2,4,,5
,,1,Italy,,,6,,229557,,,,,108,80,T. Menoncello,2,,7,Centre,44.0,,13,,,5
1,,,France,,,7,,190344,,3,,,64,80,M. Jalibert,3,,8,Fly Half,44.0,,8,,,5
,,,Scotland,,3,1,,157863,,1,,,32,80,F. Russell,2,,8,Fly Half,37.0,,10,1,,5
2,,,Ireland,2,,7,,172351,,,,,69,80,S. McCloskey,,,7,Centre,36.0,,10,,,5
,,,Wales,,4,4,1,240455,,,,,25,67,D. Edwards,,,8,Fly Half,35.0,,2,1,,5
1,,,Italy,,1,1,,156253,,4,,,27,80,P. Garbisi,1,,8,Fly Half,34.0,,4,1,,5
,,,England,,,4,,156918,,,,,59,80,T. Freeman,1,,6,Back Three,33.0,,8,1,,5
,,,Ireland,,,1,,107434,,,,,77,80,T. O'Brien,1,,6,Back Three,33.0,,2,2,,5
1,,,Ireland,,5,,,100659,,1,,,33,80,J. Crowley,,1,8,Fly Half,32.0,,10,,,5
,,,Scotland,1,,4,,164150,,1,,,39,62,D. Graham,1,,6,Back Three,31.0,,7,1,,5
1,,,France,,5,,,175123,,2,,,36,80,T. Ramos,1,2,6,Back Three,30.0,,1,,,5
2,,,France,,,3,,137493,,4,,,24,80,A. Dupont,,,9,Scrum Half,30.0,,6,,,5
,,,France,,,2,,244532,,,,,48,80,T. Attissogbe,1,,6,Back Three,30.0,,10,1,,5
,,,Wales,,,6,,137453,,,,,78,80,J. Adams,2,,6,Back Three,28.0,,5,,,5
,,,England,,2,1,,137626,,2,,,24,80,F. Smith,1,1,8,Fly Half,27.0,,10,,,5
,,,Ireland,1,,1,,244039,,,,,2,26,D. Murray,,,11,Second Row,26.0,,10,1,,5
,,,England,1,,,,173801,,,,,8,54,A. Coles,,,11,Second Row,24.0,,10,1,,5
1,,,Wales,,,3,,133163,,,1,,7,78,T. Williams,1,,9,Scrum Half,23.0,,4,,,5
,,,Scotland,1,,6,,110170,,,,,45,80,K. Steyn,1,,6,Back Three,22.0,,5,,,5
,,,Ireland,,,2,,229826,,,,,52,80,J. Osborne,,,6,Back Three,22.0,,3,1,,5
,,,England,,2,2,,189326,,,,,29,26,M. Smith,,,8,Fly Half,21.0,,1,1,,5
1,,,Scotland,,,1,,188057,,2,,,9,62,B. White,1,,9,Scrum Half,20.0,,8,,,5
,,,England,1,,1,,149322,,,,,22,80,T. Roebuck,1,,6,Back Three,20.0,,5,1,,5
1,,1,Wales,,,1,,197546,,,,,28,80,J. Hawkins,,,7,Centre,20.0,,7,,,5
1,,,Scotland,,,3,,221466,,,,,22,80,B. Kinghorn,2,,6,Back Three,19.0,,3,,,5
,,,Wales,,,4,,120767,,,,,68,80,L. Rees-Zammit,1,,6,Back Three,19.0,,3,,,5
,,,Scotland,,,3,,146480,,,,,29,80,S. Tuipulotu,1,,7,Centre,19.0,,9,,,5
,,,England,1,,,,110793,,,,,31,80,C. Murley,,,6,Back Three,19.0,,7,1,,5
,,1,Wales,1,,3,,249307,,,,,28,78,E. Mee,,,6,Back Three,19.0,,7,,,5
,,,Italy,,,,,236602,,,,,1,16,T. di Bartolomeo,,,13,Hooker,18.0,,3,1,,5
,,,Ireland,,,,,175150,,,,,28,65,R. Baloucoune,,,6,Back Three,15.0,,3,1,,5
,,,Scotland,,,1,,153489,,,,,6,80,H. Jones,1,,7,Centre,14.0,,10,,,5
,,,France,,,1,,222388,,,,,27,80,Y. Moefana,2,,7,Centre,14.0,,6,,,5
,,,England,,,1,,109648,,,,,9,80,S. Atkinson,,,7,Centre,14.0,,12,,,5
,,,Italy,2,,3,,174318,,,,,49,80,M. Ioane,,,6,Back Three,13.0,,5,,,5
,,,Ireland,,,,,219828,,,,,31,65,G. Ringrose,1,,7,Centre,13.0,,8,,,5
,,,Italy,,,,,130282,,,,,33,17,T. Allan,,,8,Fly Half,13.0,,,1,,5
,,,Ireland,,,,,216173,,1,,,13,77,J. Gibson-Park,,,9,Scrum Half,12.0,,9,,,5
,,,France,,,,,117303,,,,,4,34,P. Mauvaka,,,13,Hooker,12.0,,12,,,5
,,,France,1,,1,,182885,,,,,14,80,P. Barassi,1,,7,Centre,12.0,,8,,,5
,,,Wales,1,,,,237271,,,,,51,80,E. James,,,7,Centre,11.0,,7,,,5
,,,Ireland,,,1,,193134,,,,,9,27,N. Timoney,,,10,Back Row,10.0,,8,,,5
,,,Italy,,,1,,209105,,,,,28,80,L. Lynagh,,,6,Back Three,10.0,,6,,,5
2,,,England,1,,,,113737,,1,,,6,29,J. van Poortvliet,,,9,Scrum Half,9.0,,,,,5
1,,,Ireland,,,,,199383,,,,,20,15,C. Frawley,1,,8,Fly Half,9.0,,1,,,5
,,,England,1,,1,,158302,,,,,3,13,B. Rodd,1,,12,Prop,9.0,,6,,,5
,,,Ireland,,,1,,118531,,,,,,15,R. Kelleher,,,13,Hooker,8.0,,6,,,5
,,,Italy,,,,,130487,,,,,7,70,N. Brex,,,7,Centre,8.0,,8,,,5
,,,England,,,1,,160801,,,,,2,51,J. George,,,13,Hooker,7.0,,5,,,5
,,,England,1,,,,111662,,2,,,2,51,B. Spencer,,,9,Scrum Half,7.0,,4,,,5
,,,Italy,1,,2,,134407,,,,,16,53,A. Fusco,,,9,Scrum Half,6.0,,2,,,5
1,,,England,1,,,,183874,,,,,25,54,E. Daly,,,6,Back Three,6.0,,1,,,5
,,,France,,,1,,186184,,,,,,14,J. Brennan,,,11,Second Row,6.0,,4,,,5
,,,Italy,,,,,110891,,1,,,30,27,S. Varney,,,9,Scrum Half,6.0,,1,,,5
,,,France,,,,,175146,,,,,,15,R. Neti,,,12,Prop,6.0,,6,,,5
,,,England,,,,,240631,,,,,20,5,C. Cunningham-South,,,10,Back Row,4.0,,2,,,5
,,,Ireland,,,,,115762,,,,,5,15,F. Bealham,,,12,Prop,4.0,,4,,,5
,,,Scotland,,,,,218848,,,,,11,18,G. Turner,,,13,Hooker,4.0,,3,,,5
,,,Ireland,,,,,198451,,,,,,15,M. Milne,,,12,Prop,4.0,,4,,,5
,,,Ireland,,,,,157406,,,,,6,15,B. Aki,,,7,Centre,3.0,,3,,,5
,,,Scotland,,,1,,224905,,,,,5,18,G. Horne,,,9,Scrum Half,3.0,,1,,,5
,,,Italy,,,,,236606,,,,,12,10,L. Marin,1,,8,Fly Half,3.0,,,,,5
,,,Italy,2,,1,,236609,,,,,20,63,L. Pani,,,6,Back Three,3.0,,1,,,5
,,,Ireland,,,,,105642,,,,,,3,C. Casey,,,9,Scrum Half,2.0,,2,,,5
,,,Wales,,,,,218331,,,,,,13,J. Evans,,,8,Fly Half,1.0,,1,,,5
,,,Wales,,,,,190215,,,,,,2,K. Hardy,,,9,Scrum Half,1.0,,1,,,5
,,,Scotland,,,,,180778,,,,,,7,K. Rowe,,,6,Back Three,1.0,,1,,,5
,,,France,1,,1,,207407,,,,,3,27,D. Bamba,,,12,Prop,1.0,,5,,1,5
,,,England,,,,,102707,,,,,1,5,T. Davison,,,12,Prop,1.0,,1,,,5
,,,Scotland,,,,,243508,,,,,5,11,T. Jordan,,,7,Centre,,,,,,5
,,,Wales,,,,,243190,,,,,,2,B. Murray,,,6,Back Three,,,,,,5
,,,France,,,,,239229,,,,,,2,H. Auradou,,,11,Second Row,,,,,,5
,,,Scotland,,,,,153525,,,,,,11,R. Sutherland,,,12,Prop,,,,,,5
,,,Scotland,,,,,172959,,,,,,11,D. Rae,,,12,Prop,,,,,,5
,,,England,,,,,102642,,,,,,,G. Ford,,,8,Fly Half,,,,,,5
,,,Ireland,,,,,109852,,,,,,,J. Lowe,,,6,Back Three,,,,,,5
,,,France,,,,,244767,,,,,,,O. Jegou,,,10,Back Row,,,,,,5
,,,England,,,,,222623,,,,,,,T. Curry,,,10,Back Row,,,,,,5
,,,France,,,,,175065,,,,,,,A. Jelonch,,,10,Back Row,,,,,,5
,,,England,,,,,131724,,,,,,,O. Lawrence,,,7,Centre,,,,,,5
,,,Italy,,,,,120989,,,,,,,A. Capuozzo,,,6,Back Three,,,,,,5
,,,England,,,,,161516,,,,,,,H. Arundell,,,6,Back Three,,,,,,5
,,,France,,,,,237225,,,,,,,E. Gailleton,,,7,Centre,,,,,,5
,,,Ireland,,,,,241698,,,,,,,S. Prendergast,,,8,Fly Half,,,,,,5
,,,France,,,,,100043,,,,,,,M. Lucu,,,9,Scrum Half,,,,,,5
,,,Wales,,,,,225777,,,,,,,B. Thomas,,,7,Centre,,,,,,5
,,,England,,,,,177559,,,,,,,A. Mitchell,,,9,Scrum Half,,,,,,5
,,,Ireland,,,,,145361,,,,,,,H. Keenan,,,6,Back Three,,,,,,5
,,,Italy,,,,,136875,,,,,,,G. Lucchesi,,,13,Hooker,,,,,,5
,,,France,,,,,250067,,,,,,,F. Brau-Boirie,,,7,Centre,,,,,,5
,,,Ireland,,,,,122020,,,,,,,J. Stockdale,,,6,Back Three,,,,,,5
,,,Scotland,,,,,100192,,,,,,,J. Bayliss,,,10,Back Row,,,,,,5
,,,England,,,,,200195,,,,,,,F. Dingwall,,,7,Centre,,,,,,5
,,,England,,,,,150081,,,,,,,F. Steward,,,6,Back Three,,,,,,5
,,,France,,,,,249797,,,,,,,K. Gourgues,,,7,Centre,,,,,,5
,,,Italy,,,,,128750,,,,,,,A. Zambonin,,,11,Second Row,,,,,,5
,,,France,,,,,244170,,,,,,,L. Nouchi,,,10,Back Row,,,,,,5
,,,Ireland,,,,,203381,,,,,,,J. Ryan,,,11,Second Row,,,,,,5
,,,France,,,,,216116,,,,,,,P. Boudehent,,,10,Back Row,,,,,,5
,,,France,,,,,206243,,,,,,,L. Barre,,,6,Back Three,,,,,,5
,,,France,,,,,138386,,,,,,,B. Serin,,,9,Scrum Half,,,,,,5
,,,Ireland,,,,,144570,,,,,,,J. O'Brien,,,6,Back Three,,,,,,5
,,,France,,,,,187175,,,,,,,G. Villiere,,,6,Back Three,,,,,,5
,,,Ireland,,,,,198565,,,,,,,C. Prendergast,,,10,Back Row,,,,,,5
,,,England,,,,,138016,,,,,,,H. Slade,,,7,Centre,,,,,,5
,,,England,,,,,153646,,,,,,,G. Furbank,,,6,Back Three,,,,,,5
,,,Wales,,,,,118619,,,,,,,S. Costelow,,,8,Fly Half,,,,,,5
,,,France,,,,,179735,,,,,,,C. Woki,,,10,Back Row,,,,,,5
,,,France,,,,,243604,,,,,,,G. Drean,,,6,Back Three,,,,,,5
,,,France,,,,,244412,,,,,,,G. Arfeuil,,,6,Back Three,,,,,,5
,,,France,,,,,253274,,,,,,,U. Seunes,,,8,Fly Half,,,,,,5
,,,Italy,,,,,236566,,,,,,,S. Gesi,,,6,Back Three,,,,,,5
,,,Italy,,,,,229647,,,,,,,M. Page-Relo,,,9,Scrum Half,,,,,,5
,,,Wales,,,,,125946,,,,,,,T. Rogers,,,6,Back Three,,,,,,5
,,,Scotland,,,,,109816,,,,,,,R. Hutchinson,,,7,Centre,,,,,,5
,,,Scotland,,,,,144180,,,,,,,O. Smith,,,7,Centre,,,,,,5
,,,Scotland,,,,,129286,,,,,,,D. Cherry,,,13,Hooker,,,,,,5
,,,Scotland,,,,,113103,,,,,,,A. Reed,,,6,Back Three,,,,,,5
,,,Scotland,,,,,240478,,,,,,,G. Hiddleston,,,13,Hooker,,,,,,5
,,,Wales,,,,,139232,,,,,,,G. Thomas,,,12,Prop,,,,,,5
,,,Italy,,,,,206390,,,,,,,P. Dimcheff,,,13,Hooker,,,,,,5
,,,France,,,,,189190,,,,,,,M. Lamothe,,,13,Hooker,,,,,,5
,,,France,,,,,190812,,,,,,,G. Colombe,,,12,Prop,,,,,,5
,,,Ireland,,,,,197246,,,,,,,T. Stewart,,,13,Hooker,,,,,,5
,,,Ireland,,,,,159083,,,,,,,T. Farrell,,,7,Centre,,,,,,5
,,,Italy,,,,,123396,,,,,,,G. Bertaccini,,,7,Centre,,,,,,5
,,,Wales,,,,,103056,,,,,,,M. Grady,,,7,Centre,,,,,,5
,,,Ireland,,,,,188115,,,,,,,H. Byrne,,,8,Fly Half,,,,,,5
,,,Italy,,,,,201405,,,,,,,G. da Re,,,8,Fly Half,,,,,,5
,,,Scotland,,,,,171323,,,,,,,J. Gray,,,11,Second Row,,,,,,5
,,,Scotland,,,,,149746,,,,,,,S. McDowall,,,7,Centre,,,,,,5
,,,Scotland,,,,,136509,,,,,,,F. Burke,,,8,Fly Half,,,,,,5
,,,Wales,,,,,124858,,,,,,,J. Macleod,,,10,Back Row,,,,,,5
,,,Ireland,,,,,196853,,,,,,,T. Clarkson,,,12,Prop,,,,,,5
,,,Wales,,,,,237266,,,,,,,H. Deaves,,,10,Back Row,,,,,,5
,,,Italy,,,,,153725,,,,,,,P. Odogwu,,,6,Back Three,,,,,,5
,,,Ireland,,,,,243648,,,,,,,E. Edogbo,,,11,Second Row,,,,,,5
,,,Scotland,,,,,250743,,,,,,,F. Douglas,,,10,Back Row,,,,,,5
,,,England,,,,,160844,,,,,,,R. Quirke,,,9,Scrum Half,,,,,,5
,,,France,,,,,200911,,,,,,,T. Laclayat,,,12,Prop,,,,,,5
,,,Wales,,,,,240573,,,,,,,R. Woodman,,,10,Back Row,,,,,,5
,,,France,,,,,130960,,,,,,,S. Zegueur,,,10,Back Row,,,,,,5
,,,Ireland,,,,,176354,,,,,,,N. Doak,,,9,Scrum Half,,,,,,5
,,,France,,,,,244533,,,,,,,A. Desperes,,,8,Fly Half,,,,,,5
,,,Italy,,,,,236573,,,,,,,A. Garbisi,,,9,Scrum Half,,,,,,5
,,,Wales,,,,,233245,,,,,,,L. Hennessey,,,7,Centre,,,,,,5
,,,England,,,,,111794,,,,,,,T. Dan,,,13,Hooker,,,,,,5
,,,England,,,,,170455,,,,,,,G. Fisilau,,,10,Back Row,,,,,,5
,,,England,,,,,175826,,,,,,,J. Kenningham,,,10,Back Row,,,,,,5
,,,France,,,,,174159,,,,,,,D. Priso,,,12,Prop,,,,,,5
